2.5e-06 -0.0048828125 -0.00859375	0.027734375 0.9970703125
0.00108 0.02314453125 0.02802734375	0.023046875 1.1650390625
0.0010825 0.02294921875 0.0275390625	0.02294921875 1.1630859375
0.001085 0.023046875 0.02744140625	0.0228515625 1.1640625
0.0010875 0.023046875 0.02744140625	0.023046875 1.1630859375
0.00109 0.0228515625 0.02685546875	0.02294921875 1.1640625
0.0010925 0.02294921875 0.02763671875	0.0228515625 1.1640625
0.001095 0.0228515625 0.02724609375	0.02314453125 1.1650390625
0.0010975 0.0228515625 0.02724609375	0.02275390625 1.1630859375
0.0011 0.02255859375 0.0267578125	0.0228515625 1.1640625
0.0011025 0.0228515625 0.02734375	0.0228515625 1.1630859375
0.001105 0.02275390625 0.0271484375	0.0234375 1.1650390625
0.0011075 0.02275390625 0.02724609375	0.0228515625 1.1640625
0.00111 0.023046875 0.02783203125	0.02294921875 1.1640625
0.0011125 0.0228515625 0.02724609375	0.02275390625 1.1630859375
0.001115 0.02275390625 0.02724609375	0.02294921875 1.1630859375
0.0011175 0.02275390625 0.0271484375	0.02275390625 1.1640625
0.00112 0.02275390625 0.0265625	0.02265625 1.1630859375
0.0011225 0.02275390625 0.02705078125	0.02275390625 1.1630859375
0.001125 0.02255859375 0.0267578125	0.0224609375 1.1630859375
0.0011275 0.02255859375 0.0267578125	0.02265625 1.1640625
0.00113 0.02265625 0.02734375	0.0228515625 1.1640625
0.0011325 0.02255859375 0.02685546875	0.02265625 1.1640625
0.001135 0.02265625 0.026953125	0.02265625 1.1630859375
0.0011375 0.02265625 0.02685546875	0.02255859375 1.1630859375
0.00114 0.02265625 0.02685546875	0.02255859375 1.1630859375
0.0011425 0.0224609375 0.0265625	0.02265625 1.1630859375
0.001145 0.02255859375 0.0265625	0.02275390625 1.1640625
0.0011475 0.02255859375 0.0267578125	0.0224609375 1.1630859375
0.00115 0.02236328125 0.02646484375	0.02236328125 1.162109375
0.0011525 0.02236328125 0.0263671875	0.02255859375 1.1630859375
0.001155 0.0224609375 0.0265625	0.0228515625 1.1630859375
0.0011575 0.0224609375 0.02646484375	0.0224609375 1.1630859375
0.00116 0.02265625 0.026953125	0.02255859375 1.1640625
0.0011625 0.0224609375 0.02666015625	0.0224609375 1.1630859375
0.001165 0.02255859375 0.02646484375	0.02216796875 1.1630859375
0.0011675 0.02255859375 0.02685546875	0.02255859375 1.1630859375
0.00117 0.02236328125 0.02607421875	0.0224609375 1.1630859375
0.0011725 0.02236328125 0.02646484375	0.0224609375 1.1630859375
0.001175 0.0224609375 0.02626953125	0.02236328125 1.1640625
0.0011775 0.02236328125 0.02626953125	0.02236328125 1.162109375
0.00118 0.0224609375 0.02646484375	0.02236328125 1.1630859375
0.0011825 0.02236328125 0.0263671875	0.02236328125 1.1630859375
0.001185 0.0224609375 0.0263671875	0.0224609375 1.162109375
0.0011875 0.022265625 0.02626953125	0.02236328125 1.1630859375
0.00119 0.02236328125 0.02626953125	0.02236328125 1.1630859375
0.0011925 0.02236328125 0.0265625	0.02236328125 1.1630859375
0.001195 0.022265625 0.02626953125	0.022265625 1.162109375
0.0011975 0.022265625 0.0263671875	0.0224609375 1.1630859375
0.0012 0.022265625 0.026171875	0.02236328125 1.162109375
0.0012025 0.02216796875 0.02607421875	0.02216796875 1.162109375
0.001205 0.02216796875 0.02578125	0.02216796875 1.162109375
0.0012075 0.02236328125 0.026171875	0.022265625 1.1630859375
0.00121 0.02236328125 0.02626953125	0.022265625 1.162109375
0.0012125 0.022265625 0.02626953125	0.022265625 1.1630859375
0.001215 0.022265625 0.026171875	0.02216796875 1.162109375
0.0012175 0.022265625 0.02626953125	0.02216796875 1.162109375
0.00122 0.0220703125 0.02568359375	0.0220703125 1.162109375
0.0012225 0.02216796875 0.02607421875	0.02216796875 1.1630859375
0.001225 0.02216796875 0.02607421875	0.022265625 1.162109375
0.0012275 0.02216796875 0.026171875	0.0220703125 1.162109375
0.00123 0.02197265625 0.02568359375	0.02216796875 1.162109375
0.0012325 0.02216796875 0.02607421875	0.02216796875 1.162109375
0.001235 0.0220703125 0.0259765625	0.02236328125 1.162109375
0.0012375 0.0220703125 0.02578125	0.022265625 1.162109375
0.00124 0.022265625 0.0259765625	0.02216796875 1.162109375
0.0012425 0.02216796875 0.02607421875	0.0220703125 1.162109375
0.001245 0.02216796875 0.02607421875	0.0220703125 1.162109375
0.0012475 0.0220703125 0.02568359375	0.02216796875 1.162109375
0.00125 0.022265625 0.0263671875	0.0220703125 1.162109375
0.0012525 0.0220703125 0.02587890625	0.02197265625 1.162109375
0.001255 0.021875 0.02568359375	0.02197265625 1.162109375
0.0012575 0.0220703125 0.02578125	0.021875 1.162109375
0.00126 0.0220703125 0.02626953125	0.0220703125 1.162109375
0.0012625 0.02197265625 0.02548828125	0.0220703125 1.162109375
0.001265 0.021875 0.02548828125	0.02197265625 1.162109375
0.0012675 0.0220703125 0.02578125	0.021875 1.1611328125
0.00127 0.021875 0.02578125	0.02197265625 1.162109375
0.0012725 0.021875 0.0255859375	0.0220703125 1.162109375
0.001275 0.0220703125 0.0259765625	0.022265625 1.162109375
0.0012775 0.0220703125 0.02587890625	0.02197265625 1.162109375
0.00128 0.02197265625 0.02568359375	0.02177734375 1.162109375
0.0012825 0.02197265625 0.02548828125	0.02197265625 1.162109375
0.001285 0.021875 0.02548828125	0.0220703125 1.162109375
0.0012875 0.021875 0.0255859375	0.02197265625 1.162109375
0.00129 0.02177734375 0.0251953125	0.021875 1.162109375
0.0012925 0.0220703125 0.02568359375	0.02197265625 1.1611328125
0.001295 0.02177734375 0.02529296875	0.021875 1.1611328125
0.0012975 0.021875 0.025390625	0.02197265625 1.162109375
0.0013 0.021875 0.02529296875	0.021875 1.162109375
0.0013025 0.021875 0.02568359375	0.02177734375 1.1611328125
0.001305 0.021875 0.0255859375	0.0216796875 1.162109375
0.0013075 0.021875 0.025390625	0.02177734375 1.1611328125
0.00131 0.02177734375 0.0251953125	0.021875 1.1611328125
0.0013125 0.021875 0.025390625	0.021875 1.1611328125
0.001315 0.0216796875 0.025390625	0.02177734375 1.1611328125
0.0013175 0.0216796875 0.025	0.02177734375 1.1611328125
0.00132 0.02177734375 0.025	0.021875 1.162109375
0.0013225 0.0216796875 0.02529296875	0.0216796875 1.1611328125
0.001325 0.021875 0.025390625	0.02177734375 1.1611328125
0.0013275 0.021875 0.0255859375	0.02177734375 1.1611328125
0.00133 0.0216796875 0.0251953125	0.0216796875 1.1611328125
0.0013325 0.02177734375 0.0251953125	0.02177734375 1.1611328125
0.001335 0.0216796875 0.0251953125	0.0216796875 1.1611328125
0.0013375 0.02177734375 0.0251953125	0.0216796875 1.162109375
0.00134 0.02177734375 0.02529296875	0.0216796875 1.162109375
0.0013425 0.02158203125 0.02490234375	0.02177734375 1.1611328125
0.001345 0.0216796875 0.02529296875	0.0216796875 1.1611328125
0.0013475 0.02177734375 0.0251953125	0.02177734375 1.1611328125
0.00135 0.0216796875 0.02529296875	0.0216796875 1.1611328125
0.0013525 0.02177734375 0.0251953125	0.02177734375 1.162109375
0.001355 0.02158203125 0.02490234375	0.0216796875 1.1611328125
0.0013575 0.02158203125 0.025	0.0216796875 1.1611328125
0.00136 0.0216796875 0.025390625	0.0216796875 1.1611328125
0.0013625 0.021484375 0.02490234375	0.0216796875 1.1611328125
0.001365 0.02158203125 0.02470703125	0.02177734375 1.1611328125
0.0013675 0.021484375 0.02470703125	0.02177734375 1.1611328125
0.00137 0.021484375 0.02490234375	0.0216796875 1.1611328125
0.0013725 0.02158203125 0.0248046875	0.0216796875 1.1611328125
0.001375 0.02158203125 0.02490234375	0.02158203125 1.1611328125
0.0013775 0.0216796875 0.0251953125	0.0216796875 1.1611328125
0.00138 0.02158203125 0.0248046875	0.02158203125 1.1611328125
0.0013825 0.021484375 0.0248046875	0.021484375 1.1611328125
0.001385 0.021484375 0.0248046875	0.021484375 1.1611328125
0.0013875 0.02158203125 0.02470703125	0.021484375 1.1611328125
0.00139 0.02138671875 0.024609375	0.02138671875 1.1611328125
0.0013925 0.021484375 0.0244140625	0.02158203125 1.1611328125
0.001395 0.021484375 0.0248046875	0.02158203125 1.1611328125
0.0013975 0.021484375 0.0248046875	0.021484375 1.1611328125
0.0014 0.021484375 0.02470703125	0.02138671875 1.1611328125
0.0014025 0.021484375 0.02451171875	0.02158203125 1.1611328125
0.001405 0.021484375 0.02451171875	0.0212890625 1.16015625
0.0014075 0.02138671875 0.024609375	0.021484375 1.1611328125
0.00141 0.0212890625 0.02431640625	0.021484375 1.1611328125
0.0014125 0.02138671875 0.02451171875	0.02138671875 1.16015625
0.001415 0.021484375 0.02451171875	0.02119140625 1.16015625
0.0014175 0.0208984375 0.0234375	0.02138671875 1.1611328125
0.00142 0.0212890625 0.02412109375	0.021484375 1.16015625
0.0014225 0.02138671875 0.02451171875	0.02119140625 1.1591796875
0.001425 0.02119140625 0.0244140625	0.0212890625 1.16015625
0.0014275 0.02138671875 0.024609375	0.021484375 1.1611328125
0.00143 0.0212890625 0.02421875	0.02138671875 1.16015625
0.0014325 0.0212890625 0.02431640625	0.02119140625 1.1611328125
0.001435 0.0212890625 0.02431640625	0.021484375 1.1611328125
0.0014375 0.02158203125 0.0248046875	0.021484375 1.1611328125
0.00144 0.0212890625 0.02421875	0.02138671875 1.16015625
0.0014425 0.0212890625 0.02412109375	0.021484375 1.1611328125
0.001445 0.02119140625 0.02431640625	0.0212890625 1.1611328125
0.0014475 0.02119140625 0.02373046875	0.0212890625 1.16015625
0.00145 0.0212890625 0.02412109375	0.0212890625 1.16015625
0.0014525 0.02119140625 0.02412109375	0.021484375 1.16015625
0.001455 0.02119140625 0.0240234375	0.02119140625 1.16015625
0.0014575 0.021484375 0.02490234375	0.0212890625 1.16015625
0.00146 0.0212890625 0.02412109375	0.0212890625 1.16015625
0.0014625 0.02109375 0.02412109375	0.02109375 1.1591796875
0.001465 0.02109375 0.02392578125	0.0212890625 1.16015625
0.0014675 0.02099609375 0.02314453125	0.02119140625 1.16015625
0.00147 0.02109375 0.02392578125	0.02119140625 1.16015625
0.0014725 0.02119140625 0.0240234375	0.02099609375 1.16015625
0.001475 0.02109375 0.023828125	0.02119140625 1.16015625
0.0014775 0.020703125 0.0236328125	0.0212890625 1.1611328125
0.00148 0.02109375 0.02392578125	0.02109375 1.16015625
0.0014825 0.02109375 0.02392578125	0.0212890625 1.1611328125
0.001485 0.02109375 0.023828125	0.02109375 1.16015625
0.0014875 0.0212890625 0.02412109375	0.02119140625 1.16015625
0.00149 0.02119140625 0.0240234375	0.02119140625 1.16015625
0.0014925 0.02109375 0.02392578125	0.0212890625 1.16015625
0.001495 0.02109375 0.02373046875	0.02119140625 1.16015625
0.0014975 0.02080078125 0.023046875	0.02109375 1.16015625
0.0015 0.02109375 0.02392578125	0.02109375 1.16015625
0.0015025 0.02109375 0.02373046875	0.02109375 1.16015625
0.001505 0.0208984375 0.0236328125	0.02099609375 1.1591796875
0.0015075 0.02119140625 0.02421875	0.02099609375 1.16015625
0.00151 0.02099609375 0.02373046875	0.02119140625 1.16015625
0.0015125 0.02099609375 0.02353515625	0.02109375 1.1611328125
0.001515 0.0208984375 0.02373046875	0.02099609375 1.16015625
0.0015175 0.02119140625 0.0236328125	0.02109375 1.16015625
0.00152 0.02109375 0.02373046875	0.02099609375 1.16015625
0.0015225 0.0208984375 0.02353515625	0.02119140625 1.16015625
0.001525 0.0208984375 0.02353515625	0.02099609375 1.16015625
0.0015275 0.02099609375 0.02333984375	0.02119140625 1.16015625
0.00153 0.02080078125 0.02333984375	0.02099609375 1.16015625
0.0015325 0.020703125 0.02333984375	0.02099609375 1.1591796875
0.001535 0.02099609375 0.0234375	0.02099609375 1.16015625
0.0015375 0.02109375 0.023828125	0.02109375 1.1591796875
0.00154 0.0208984375 0.0234375	0.02099609375 1.16015625
0.0015425 0.0208984375 0.02353515625	0.0208984375 1.1591796875
0.001545 0.02080078125 0.02333984375	0.02099609375 1.1591796875
0.0015475 0.020703125 0.023046875	0.0208984375 1.1591796875
0.00155 0.0208984375 0.02333984375	0.0208984375 1.1591796875
0.0015525 0.02080078125 0.02333984375	0.02080078125 1.1591796875
0.001555 0.02080078125 0.0232421875	0.02109375 1.16015625
0.0015575 0.02080078125 0.02353515625	0.0208984375 1.1591796875
0.00156 0.02080078125 0.0232421875	0.02080078125 1.1591796875
0.0015625 0.0208984375 0.02314453125	0.02109375 1.16015625
0.001565 0.02080078125 0.02314453125	0.0208984375 1.1591796875
0.0015675 0.0208984375 0.023046875	0.0208984375 1.1591796875
0.00157 0.02080078125 0.02333984375	0.02080078125 1.1591796875
0.0015725 0.02080078125 0.02314453125	0.020703125 1.1591796875
0.001575 0.02080078125 0.0232421875	0.020703125 1.1591796875
0.0015775 0.020703125 0.0228515625	0.020703125 1.1591796875
0.00158 0.02080078125 0.0232421875	0.0208984375 1.16015625
0.0015825 0.020703125 0.023046875	0.02060546875 1.1591796875
0.001585 0.02080078125 0.02314453125	0.02080078125 1.1591796875
0.0015875 0.02080078125 0.02294921875	0.020703125 1.1591796875
0.00159 0.020703125 0.02314453125	0.02080078125 1.16015625
0.0015925 0.02080078125 0.02314453125	0.02080078125 1.1591796875
0.001595 0.02060546875 0.02294921875	0.020703125 1.1591796875
0.0015975 0.020703125 0.02294921875	0.020703125 1.1591796875
0.0016 0.02060546875 0.023046875	0.02080078125 1.1591796875
0.0016025 0.02060546875 0.0228515625	0.0208984375 1.16015625
0.001605 0.020703125 0.023046875	0.02080078125 1.16015625
0.0016075 0.02060546875 0.02265625	0.020703125 1.1591796875
0.00161 0.02060546875 0.02294921875	0.020703125 1.1591796875
0.0016125 0.02060546875 0.02275390625	0.02080078125 1.16015625
0.001615 0.020703125 0.0228515625	0.02060546875 1.1591796875
0.0016175 0.02041015625 0.022265625	0.020703125 1.1591796875
0.00162 0.02060546875 0.02294921875	0.020703125 1.1591796875
0.0016225 0.0205078125 0.02275390625	0.02060546875 1.1591796875
0.001625 0.0205078125 0.02275390625	0.02060546875 1.158203125
0.0016275 0.02041015625 0.02236328125	0.02041015625 1.158203125
0.00163 0.0205078125 0.02265625	0.020703125 1.1591796875
0.0016325 0.02060546875 0.02275390625	0.02060546875 1.1591796875
0.001635 0.02041015625 0.02255859375	0.0205078125 1.1591796875
0.0016375 0.02060546875 0.02265625	0.02060546875 1.1591796875
0.00164 0.0205078125 0.02265625	0.0205078125 1.1591796875
0.0016425 0.0205078125 0.02265625	0.0205078125 1.1591796875
0.001645 0.02041015625 0.02236328125	0.02060546875 1.1591796875
0.0016475 0.020703125 0.023046875	0.02041015625 1.158203125
0.00165 0.0205078125 0.0224609375	0.02041015625 1.1591796875
0.0016525 0.0203125 0.022265625	0.02041015625 1.1591796875
0.001655 0.0205078125 0.02255859375	0.020703125 1.1591796875
0.0016575 0.02080078125 0.023046875	0.02060546875 1.1591796875
0.00166 0.0205078125 0.02255859375	0.0205078125 1.158203125
0.0016625 0.02041015625 0.0224609375	0.02041015625 1.158203125
0.001665 0.02041015625 0.02255859375	0.02041015625 1.1591796875
0.0016675 0.02041015625 0.02265625	0.0205078125 1.158203125
0.00167 0.0205078125 0.02236328125	0.0203125 1.158203125
0.0016725 0.0203125 0.02216796875	0.0205078125 1.158203125
0.001675 0.02041015625 0.02216796875	0.02041015625 1.1591796875
0.0016775 0.0203125 0.02236328125	0.02041015625 1.158203125
0.00168 0.02021484375 0.0220703125	0.02041015625 1.158203125
0.0016825 0.0203125 0.02216796875	0.0205078125 1.1591796875
0.001685 0.0203125 0.02216796875	0.02041015625 1.158203125
0.0016875 0.02021484375 0.02197265625	0.02041015625 1.158203125
0.00169 0.0203125 0.02216796875	0.02041015625 1.158203125
0.0016925 0.0203125 0.0220703125	0.02041015625 1.1591796875
0.001695 0.02021484375 0.02216796875	0.02041015625 1.1591796875
0.0016975 0.02021484375 0.02197265625	0.0203125 1.158203125
0.0017 0.0203125 0.02236328125	0.0203125 1.158203125
0.0017025 0.0201171875 0.02177734375	0.02021484375 1.158203125
0.001705 0.0203125 0.021875	0.02041015625 1.1591796875
0.0017075 0.0201171875 0.0216796875	0.02021484375 1.158203125
0.00171 0.02021484375 0.0220703125	0.0203125 1.158203125
0.0017125 0.02021484375 0.0220703125	0.0203125 1.158203125
0.001715 0.02021484375 0.021875	0.0203125 1.158203125
0.0017175 0.0201171875 0.0216796875	0.0203125 1.158203125
0.00172 0.0201171875 0.02158203125	0.02021484375 1.158203125
0.0017225 0.0201171875 0.021875	0.02021484375 1.158203125
0.001725 0.0201171875 0.021875	0.02021484375 1.158203125
0.0017275 0.0201171875 0.02158203125	0.0203125 1.158203125
0.00173 0.02021484375 0.0216796875	0.02021484375 1.158203125
0.0017325 0.02001953125 0.0216796875	0.0201171875 1.158203125
0.001735 0.0201171875 0.02177734375	0.0201171875 1.158203125
0.0017375 0.0201171875 0.0216796875	0.0203125 1.158203125
0.00174 0.02001953125 0.02158203125	0.02021484375 1.158203125
0.0017425 0.02021484375 0.0216796875	0.0201171875 1.158203125
0.001745 0.0201171875 0.0216796875	0.0201171875 1.158203125
0.0017475 0.02021484375 0.02177734375	0.02021484375 1.158203125
0.00175 0.02021484375 0.02177734375	0.02001953125 1.1572265625
0.0017525 0.019921875 0.0212890625	0.0201171875 1.158203125
0.001755 0.02001953125 0.02158203125	0.02001953125 1.1572265625
0.0017575 0.02001953125 0.0216796875	0.019921875 1.1572265625
0.00176 0.02001953125 0.02158203125	0.01982421875 1.1572265625
0.0017625 0.0201171875 0.0216796875	0.0201171875 1.1572265625
0.001765 0.02001953125 0.02138671875	0.02001953125 1.1572265625
0.0017675 0.02001953125 0.02158203125	0.0201171875 1.158203125
0.00177 0.02001953125 0.02158203125	0.02001953125 1.158203125
0.0017725 0.02001953125 0.0216796875	0.0201171875 1.158203125
0.001775 0.02001953125 0.021484375	0.02001953125 1.1572265625
0.0017775 0.0201171875 0.0220703125	0.02001953125 1.1572265625
0.00178 0.019921875 0.0212890625	0.0201171875 1.1572265625
0.0017825 0.019921875 0.0212890625	0.02001953125 1.1572265625
0.001785 0.019921875 0.02138671875	0.019921875 1.1572265625
0.0017875 0.02001953125 0.02138671875	0.0201171875 1.158203125
0.00179 0.02001953125 0.02158203125	0.01982421875 1.15625
0.0017925 0.019921875 0.02119140625	0.02001953125 1.158203125
0.001795 0.01982421875 0.02099609375	0.02001953125 1.1572265625
0.0017975 0.019921875 0.02138671875	0.02001953125 1.158203125
0.0018 0.02001953125 0.0212890625	0.01953125 1.1572265625
0.0018025 0.019921875 0.021484375	0.019921875 1.1572265625
0.001805 0.0197265625 0.02119140625	0.01982421875 1.1572265625
0.0018075 0.019921875 0.02119140625	0.01982421875 1.1572265625
0.00181 0.019921875 0.02109375	0.02001953125 1.158203125
0.0018125 0.019921875 0.02119140625	0.019921875 1.1572265625
0.001815 0.01982421875 0.02099609375	0.02001953125 1.1572265625
0.0018175 0.0197265625 0.020703125	0.02001953125 1.1572265625
0.00182 0.01982421875 0.02109375	0.0201171875 1.1572265625
0.0018225 0.01982421875 0.02119140625	0.01982421875 1.1572265625
0.001825 0.01982421875 0.0208984375	0.01982421875 1.1572265625
0.0018275 0.019921875 0.02099609375	0.01982421875 1.1572265625
0.00183 0.0197265625 0.02099609375	0.0197265625 1.1572265625
0.0018325 0.0197265625 0.02080078125	0.01982421875 1.1572265625
0.001835 0.02001953125 0.02158203125	0.01962890625 1.1572265625
0.0018375 0.01962890625 0.02060546875	0.0197265625 1.1572265625
0.00184 0.01962890625 0.020703125	0.0197265625 1.158203125
0.0018425 0.0197265625 0.020703125	0.0197265625 1.1572265625
0.001845 0.01953125 0.0203125	0.0197265625 1.1572265625
0.0018475 0.0197265625 0.02080078125	0.0197265625 1.1572265625
0.00185 0.01982421875 0.02109375	0.02001953125 1.1572265625
0.0018525 0.019921875 0.02109375	0.01962890625 1.1572265625
0.001855 0.0197265625 0.02099609375	0.0197265625 1.1572265625
0.0018575 0.0197265625 0.0208984375	0.01962890625 1.15625
0.00186 0.01962890625 0.02041015625	0.01962890625 1.1572265625
0.0018625 0.01962890625 0.02060546875	0.0197265625 1.1572265625
0.001865 0.02001953125 0.021484375	0.0197265625 1.1572265625
